;אשור התקנה תאגיד;דיור מגורים רכישה;הפליה אסור הוסר;חוב בנק גביה;חיל בטחון מלוא;יהודי ערבי עם;יצוג תפקיד דוח;ישוב בניה תכנון;לדה שעה חפשה;מחיר מוצר צרכן;מים מזון עשון;מעסיק פצוי העסקה;מקצוע הכשרה תעודה;נכה קצבה גמלה;נציבות בטחון תלונה;נשואין גרושין נשא;סביבה דיג טבע;סיוע חברתי הרוחה;ספורט התרבות עמתה;עברה עבירות אלימות;פטור תושב פקדה;צרכן פרסום שפה;קטין אחריות אמנה;קפה בחירה תרומה;ראש חקירה נבחר;רפואי מטפל רופא;תביעה משפטי הגשה;תחבורה הרכב רכב;תלמיד לימודים השכלה;תקציב פער קטן
K20_f_2014944;0.0041666667;0.08750000000000001;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.3791666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0458333333;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.0041666667;0.3375;0.0041666667;0.0041666667;0.0458333333;0.0041666667
K20_f_2014957;0.3589285714;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.10892857140000001;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.2696428571;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.2160714286;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143
K20_f_2014960;0.0008771930000000001;0.0008771930000000001;0.0447368421;0.0008771930000000001;0.0008771930000000001;0.0096491228;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.9219298246000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001
K20_f_2014961;0.0016666667;0.0016666667;0.335;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.06833333330000001;0.5183333333;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0183333333;0.0183333333;0.0016666667
K20_f_2014976;0.0012048193;0.0012048193;0.013253012000000002;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.049397590400000004;0.0012048193;0.013253012000000002;0.0012048193;0.12168674700000001;0.2542168675;0.0012048193;0.0012048193;0.0012048193;0.1096385542;0.0012048193;0.0012048193;0.2421686747;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.16987951810000002;0.0012048193;0.0012048193;0.0012048193;0.0012048193
K20_f_2014984;0.1616071429;0.0008928571000000001;0.009821428600000001;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.0455357143;0.0366071429;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.42053571430000003;0.0008928571000000001;0.009821428600000001;0.0455357143;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.018750000000000003;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.0008928571000000001;0.0276785714;0.0008928571000000001;0.0008928571000000001;0.20625000000000002;0.0008928571000000001
K20_f_2015016;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.284375;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.034374999999999996;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.409375;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.190625;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997;0.0031249999999999997
K20_f_2015033;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.0835616438;0.001369863;0.0150684932;0.001369863;0.001369863;0.001369863;0.2890410959;0.1246575342;0.001369863;0.028767123300000003;0.001369863;0.028767123300000003;0.028767123300000003;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.3712328767;0.001369863;0.001369863;0.001369863
K20_f_2015044;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.022;0.002;0.002;0.002;0.002;0.002;0.722;0.002;0.002;0.002;0.002;0.002;0.022;0.10200000000000001;0.002;0.002;0.002;0.002;0.002;0.002;0.042;0.022;0.022
K20_f_2015047;0.020754717000000002;0.0018867925000000002;0.020754717000000002;0.0018867925000000002;0.1528301887;0.1150943396;0.0018867925000000002;0.020754717000000002;0.0018867925000000002;0.0396226415;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.28490566040000004;0.0018867925000000002;0.0018867925000000002;0.058490566;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.020754717000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.0018867925000000002;0.020754717000000002;0.0018867925000000002;0.2094339623;0.0018867925000000002;0.0018867925000000002
K20_f_2015059;0.005;0.055;0.20500000000000002;0.005;0.005;0.005;0.005;0.20500000000000002;0.005;0.005;0.005;0.005;0.005;0.005;0.055;0.355;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
K20_f_2015110;0.0049549550000000005;0.0049549550000000005;0.0049549550000000005;0.00045045050000000003;0.077027027;0.0049549550000000005;0.00045045050000000003;0.00045045050000000003;0.0364864865;0.00045045050000000003;0.0049549550000000005;0.00045045050000000003;0.00045045050000000003;0.0049549550000000005;0.00045045050000000003;0.0184684685;0.00045045050000000003;0.1716216216;0.00045045050000000003;0.3563063063;0.00045045050000000003;0.0274774775;0.00045045050000000003;0.00045045050000000003;0.0184684685;0.00045045050000000003;0.18513513510000001;0.00045045050000000003;0.00045045050000000003;0.0725225225
K20_f_2015117;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.9140350877000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0192982456;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0192982456;0.0017543860000000001;0.0017543860000000001
K20_f_2015151;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.0698630137;0.001369863;0.001369863;0.001369863;0.09726027400000001;0.7000000000000001;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.0698630137;0.0150684932;0.001369863;0.001369863;0.0150684932;0.001369863;0.001369863
K20_f_2015152;0.0196428571;0.0017857143;0.0017857143;0.0017857143;0.0553571429;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0375;0.0017857143;0.4839285714;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.3410714286;0.0017857143;0.0017857143;0.0196428571
K20_f_2015238;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.1;0.587804878;0.0024390244000000003;0.0024390244000000003;0.0268292683;0.0024390244000000003;0.0024390244000000003;0.0268292683;0.0268292683;0.07560975610000001;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.1;0.0024390244000000003
K20_f_2015308;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.3149253731;0.0164179104;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0462686567;0.0014925373;0.12089552240000001;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.3597014925;0.0014925373;0.0313432836;0.076119403;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373
K20_f_2015309;0.0027777778;0.0027777778;0.19722222220000002;0.0027777778;0.0027777778;0.1416666667;0.0027777778;0.19722222220000002;0.0027777778;0.0027777778;0.1694444444;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.030555555600000003;0.0027777778;0.0027777778;0.1416666667;0.0027777778;0.058333333300000005;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778
K20_f_2015325;0.0006849315;0.0006849315;0.0006849315;0.0897260274;0.0006849315;0.0006849315;0.4390410959;0.0006849315;0.0006849315;0.0006849315;0.0006849315;0.0212328767;0.0006849315;0.0006849315;0.0006849315;0.0075342466;0.0006849315;0.0349315068;0.0006849315;0.0006849315;0.11712328770000001;0.11712328770000001;0.0006849315;0.0075342466;0.0006849315;0.0006849315;0.0006849315;0.0006849315;0.0006849315;0.15136986300000002
K20_f_2015333;0.0183333333;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.035;0.0183333333;0.0016666667;0.21833333330000002;0.035;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0183333333;0.0016666667;0.6016666667;0.0016666667;0.0016666667;0.0183333333
K20_f_2015383;0.0020833333000000002;0.1479166667;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0229166667;0.0020833333000000002;0.12708333330000002;0.23125;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0854166667;0.23125;0.0020833333000000002;0.0229166667;0.0020833333000000002;0.0020833333000000002;0.0645833333;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0229166667;0.0020833333000000002
K20_f_2015408;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0289473684;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0815789474;0.0026315789;0.0026315789;0.0026315789;0.6605263158;0.1605263158
K20_f_2015410;0.0025;0.0025;0.0025;0.0275;0.0025;0.0025;0.0275;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0275;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.2775;0.0025;0.5775;0.0025
K20_f_2015411;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.05;0.0016129032;0.0016129032;0.0016129032;0.2919354839;0.0016129032;0.0016129032;0.0177419355;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.2112903226;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.2596774194;0.0016129032;0.0016129032;0.1306451613;0.0016129032
K20_f_2015418;0.0027777778;0.0027777778;0.0027777778;0.2527777778;0.0027777778;0.0027777778;0.0027777778;0.1416666667;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.36388888890000004;0.1416666667;0.0027777778;0.030555555600000003;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778
K20_f_2015429;0.2151515152;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.6393939394;0.0030303030000000002;0.0030303030000000002;0.033333333300000004;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.0030303030000000002;0.033333333300000004;0.0030303030000000002
K20_f_2015430;0.004545454500000001;0.004545454500000001;0.2318181818;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.0954545455;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.05;0.004545454500000001;0.1863636364;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.2318181818;0.004545454500000001;0.0954545455;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001
K20_f_2015432;0.0003802281;0.0003802281;0.0307984791;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0346007605;0.0003802281;0.6315589354000001;0.0003802281;0.0003802281;0.0003802281;0.026996197700000002;0.0003802281;0.0384030418;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0003802281;0.0041825095;0.0003802281;0.0346007605;0.0041825095;0.0460076046;0.1144486692;0.026996197700000002
K20_f_2015444;0.00017636680000000001;0.0037037037000000003;0.00017636680000000001;0.00017636680000000001;0.00017636680000000001;0.021340388000000002;0.00017636680000000001;0.00017636680000000001;0.06366843030000001;0.0037037037000000003;0.0054673721;0.1289241623;0.197707231;0.008994709;0.046031746000000005;0.00017636680000000001;0.0971781305;0.0495590829;0.00017636680000000001;0.00017636680000000001;0.00017636680000000001;0.0019400353;0.0231040564;0.00017636680000000001;0.00017636680000000001;0.033686067;0.0848324515;0.00017636680000000001;0.00017636680000000001;0.2276895944
K20_f_2015445;0.08198198200000001;0.0099099099;0.0009009009;0.0009009009;0.0009009009;0.0009009009;0.2081081081;0.0009009009;0.0009009009;0.0009009009;0.3252252252;0.0009009009;0.0009009009;0.0009009009;0.0099099099;0.0009009009;0.1540540541;0.0009009009;0.0009009009;0.0009009009;0.0009009009;0.0099099099;0.0009009009;0.0009009009;0.0009009009;0.0009009009;0.0099099099;0.0009009009;0.0009009009;0.1720720721
K20_f_2015459;0.000729927;0.000729927;0.0080291971;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.0080291971;0.000729927;0.0226277372;0.7160583942000001;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.22700729930000002;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927
K20_f_2015461;0.1584269663;0.0011235955;0.0011235955;0.2258426966;0.0011235955;0.1134831461;0.3606741573;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0123595506;0.102247191;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955
K20_f_2015468;0.2155555556;0.0007407407000000001;0.0007407407000000001;0.0007407407000000001;0.0007407407000000001;0.1044444444;0.06740740740000001;0.0007407407000000001;0.0155555556;0.022962963000000003;0.0155555556;0.0007407407000000001;0.0007407407000000001;0.0081481481;0.2525925926;0.0007407407000000001;0.0007407407000000001;0.0007407407000000001;0.0007407407000000001;0.0007407407000000001;0.0007407407000000001;0.0377777778;0.0007407407000000001;0.0007407407000000001;0.0155555556;0.0007407407000000001;0.0748148148;0.0007407407000000001;0.0007407407000000001;0.1562962963
K20_f_2015477;0.021;0.001;0.001;0.001;0.011;0.171;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.121;0.001;0.001;0.001;0.011;0.001;0.001;0.001;0.001;0.001;0.001;0.051000000000000004;0.001;0.001;0.341;0.251
K20_f_2015480;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.20500000000000002;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.155;0.005;0.005;0.20500000000000002;0.005;0.005;0.005;0.005;0.305;0.005
K20_f_2015495;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.1845070423;0.0014084507000000001;0.0154929577;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.26901408450000003;0.043661971800000005;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0154929577;0.0014084507000000001;0.438028169;0.0014084507000000001
K20_f_2015496;0.2274193548;0.0016129032;0.033870967700000004;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.033870967700000004;0.0177419355;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0177419355;0.11451612900000001;0.3080645161;0.0016129032;0.0016129032;0.033870967700000004;0.0016129032;0.1790322581
K20_f_2015497;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.8405405405;0.0027027027;0.0027027027;0.029729729700000002;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0567567568;0.0027027027;0.0027027027
K20_f_2015504;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.0007692308;0.016153846200000002;0.37;0.0007692308;0.1392307692;0.0007692308;0.0007692308;0.0007692308;0.0469230769;0.27;0.016153846200000002;0.0007692308;0.023846153800000002;0.0007692308;0.0007692308;0.0084615385;0.0930769231;0.0007692308;0.0007692308;0.0007692308
K20_f_2015516;0.000729927;0.000729927;0.1832116788;0.000729927;0.095620438;0.015328467200000001;0.000729927;0.0080291971;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.000729927;0.015328467200000001;0.000729927;0.000729927;0.30000000000000004;0.0883211679;0.000729927;0.000729927;0.000729927;0.000729927;0.1686131387;0.000729927;0.000729927;0.000729927;0.1102189781;0.000729927
K20_f_2015573;0.10200000000000001;0.14200000000000002;0.002;0.022;0.002;0.002;0.362;0.002;0.002;0.002;0.002;0.002;0.042;0.002;0.042;0.042;0.002;0.022;0.002;0.002;0.002;0.022;0.002;0.002;0.162;0.002;0.002;0.002;0.002;0.002
K20_f_2015578;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.2517857143;0.18035714290000002;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.2160714286;0.0375;0.0017857143;0.0017857143;0.0017857143;0.2339285714;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.0017857143
K20_f_2015593;0.0881578947;0.00043859650000000003;0.017982456100000002;0.00043859650000000003;0.0092105263;0.00043859650000000003;0.00043859650000000003;0.0135964912;0.00043859650000000003;0.00043859650000000003;0.2986842105;0.00043859650000000003;0.0969298246;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.0837719298;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.0048245614;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.017982456100000002;0.00043859650000000003;0.3600877193
K20_f_2015601;0.0004651163;0.0004651163;0.6981395349;0.0004651163;0.0004651163;0.0004651163;0.0051162791;0.0004651163;0.0004651163;0.0004651163;0.0051162791;0.0004651163;0.0004651163;0.0004651163;0.1911627907;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0888372093;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163
K20_f_2015669;0.0251231527;0.0004926108;0.0004926108;0.6408866995;0.0004926108;0.0004926108;0.0004926108;0.0054187192;0.0497536946;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0004926108;0.0054187192;0.0004926108;0.0004926108;0.1926108374;0.0004926108;0.0004926108;0.0694581281
K20_f_2015686;0.0014925373;0.0014925373;0.0313432836;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0164179104;0.0164179104;0.0164179104;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0164179104;0.4492537313;0.0014925373;0.0014925373;0.1358208955;0.0014925373;0.0014925373;0.1358208955;0.15074626870000002;0.0014925373;0.0014925373;0.0014925373
K20_f_2015698;0.114084507;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.08591549300000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.3816901408;0.0718309859;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0154929577;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0295774648;0.0014084507000000001;0.1985915493;0.0718309859;0.0014084507000000001
K20_f_2015699;0.0005747126;0.0522988506;0.0005747126;0.0120689655;0.006321839100000001;0.0005747126;0.0005747126;0.0005747126;0.046551724100000004;0.0005747126;0.0005747126;0.0005747126;0.006321839100000001;0.5408045977;0.0005747126;0.0005747126;0.0005747126;0.0005747126;0.0005747126;0.017816092000000002;0.0005747126;0.0005747126;0.058045977000000006;0.0408045977;0.0005747126;0.0005747126;0.023563218400000002;0.0005747126;0.0005747126;0.18448275860000002
K20_f_2015702;0.1323899371;0.0003144654;0.0034591195000000003;0.0003144654;0.0003144654;0.0003144654;0.06949685530000001;0.0003144654;0.025471698100000002;0.0034591195000000003;0.0003144654;0.0003144654;0.0003144654;0.17641509430000002;0.0003144654;0.0003144654;0.0066037736000000005;0.3273584906;0.0003144654;0.0034591195000000003;0.0003144654;0.009748427700000001;0.0003144654;0.0757861635;0.0003144654;0.0160377358;0.0066037736000000005;0.0003144654;0.0003144654;0.1386792453
K20_f_2015705;0.0011494253;0.0011494253;0.0011494253;0.24252873560000002;0.0011494253;0.0011494253;0.0011494253;0.0011494253;0.0011494253;0.0586206897;0.0011494253;0.012643678200000001;0.0011494253;0.0011494253;0.0356321839;0.0011494253;0.012643678200000001;0.0011494253;0.012643678200000001;0.0011494253;0.0701149425;0.012643678200000001;0.0011494253;0.11609195400000001;0.0011494253;0.0011494253;0.20804597700000002;0.0011494253;0.0011494253;0.19655172410000002
K20_f_2015746;0.026842105300000002;0.0373684211;0.0005263158;0.0110526316;0.0005263158;0.0057894737000000005;0.0005263158;0.0005263158;0.026842105300000002;0.0163157895;0.09;0.0057894737000000005;0.0005263158;0.4268421053;0.0005263158;0.0005263158;0.0005263158;0.0057894737000000005;0.0005263158;0.0005263158;0.0005263158;0.0057894737000000005;0.1636842105;0.0005263158;0.0005263158;0.0005263158;0.09;0.0005263158;0.0005263158;0.0794736842
K20_f_2015753;0.0011764706;0.0129411765;0.0011764706;0.0364705882;0.0011764706;0.08352941180000001;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0952941176;0.0011764706;0.0011764706;0.34235294120000004;0.0011764706;0.06;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0482352941;0.2247058824;0.0011764706;0.0247058824;0.0011764706;0.0364705882;0.0011764706;0.0011764706;0.0129411765
K20_f_2015754;0.007333333300000001;0.0006666667;0.12733333330000002;0.0006666667;0.0006666667;0.0006666667;0.007333333300000001;0.014;0.0006666667;0.0006666667;0.034;0.0006666667;0.1006666667;0.0006666667;0.1806666667;0.0006666667;0.027333333300000002;0.0006666667;0.0473333333;0.08733333330000001;0.007333333300000001;0.0006666667;0.0006666667;0.0006666667;0.0006666667;0.0006666667;0.0006666667;0.0006666667;0.0006666667;0.3473333333
K20_f_2015755;0.0013333333;0.0013333333;0.054666666700000005;0.0013333333;0.0013333333;0.148;0.37466666670000004;0.0013333333;0.0013333333;0.054666666700000005;0.0013333333;0.028;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.308
K20_f_2015765;0.0038461538;0.0038461538;0.0038461538;0.1192307692;0.0038461538;0.0038461538;0.1192307692;0.0038461538;0.0038461538;0.0038461538;0.35000000000000003;0.0038461538;0.0038461538;0.08076923080000001;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.1576923077;0.0038461538;0.08076923080000001;0.0038461538
K20_f_2015815;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.2527777778;0.3083333333;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.030555555600000003;0.0027777778;0.030555555600000003;0.0027777778;0.0027777778;0.0027777778;0.1138888889;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.19722222220000002;0.0027777778
K20_f_2015817;0.14660194170000002;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0786407767;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.1951456311;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0009708738000000001;0.0495145631;0.14660194170000002;0.0786407767;0.0009708738000000001;0.0689320388;0.0009708738000000001;0.0009708738000000001;0.010679611700000001;0.0009708738000000001;0.0009708738000000001;0.010679611700000001;0.1757281553;0.0203883495
K20_f_2015832;0.0012820513;0.0012820513;0.1551282051;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.20641025640000002;0.0012820513;0.091025641;0.0012820513;0.014102564100000001;0.0012820513;0.014102564100000001;0.0012820513;0.0012820513;0.2576923077;0.014102564100000001;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0525641026;0.16794871790000002
K20_f_2015834;0.0404444444;0.0048888889;0.00044444440000000003;0.00044444440000000003;0.00044444440000000003;0.00044444440000000003;0.0093333333;0.00044444440000000003;0.00044444440000000003;0.0048888889;0.00044444440000000003;0.00044444440000000003;0.2671111111;0.00044444440000000003;0.0048888889;0.00044444440000000003;0.00044444440000000003;0.1604444444;0.0537777778;0.00044444440000000003;0.00044444440000000003;0.0271111111;0.0626666667;0.00044444440000000003;0.00044444440000000003;0.08044444440000001;0.0848888889;0.00044444440000000003;0.1782222222;0.0137777778
