;אזור ישוב שטח;ארגון בטחון בלתי;בנק כסף תאגיד;דירה חוב דיור;זהום סביבה איכות;זוג הטבה תרומה;חולה מחלה תרופה;חיל מלוא חפשה;חקירה פלילי כתב;חשמל ספורט אנרגיה;יהודי פרסום חפש;יצוג הולם נציג;מבקר בקרת פנימי;מוצר צרכן מים;מעסיק העסקה קבלן;מפלגה התרבות עם;נהג הרכב רכב;נשיא כהנה שוטר;ענש עברה עבירות;עקרון אמנה יסוד;פטור מועד בטחון;פסק הסכם נשואין;פקוח מנהל הקים;קטין אלימות תופעה;קצבה גמלה פנסיה;קרקע תכנון בניה;שדור ערוץ אגרה;שפה עולה ארץ;תביעה אחריות נזק;תלמיד לימודים השכלה
K17_f_130299;0.0087301587;0.0404761905;0.0007936508000000001;0.0007936508000000001;0.0007936508000000001;0.4293650794;0.0007936508000000001;0.0166666667;0.0007936508000000001;0.0007936508000000001;0.11190476190000001;0.0007936508000000001;0.0007936508000000001;0.0563492063;0.0007936508000000001;0.0007936508000000001;0.0007936508000000001;0.0087301587;0.0007936508000000001;0.0007936508000000001;0.0484126984;0.1436507937;0.0007936508000000001;0.0087301587;0.0007936508000000001;0.0007936508000000001;0.0007936508000000001;0.0007936508000000001;0.0642857143;0.0484126984
K17_f_130300;0.0007575758000000001;0.0386363636;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.1825757576;0.10681818180000001;0.0386363636;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.0159090909;0.0007575758000000001;0.031060606100000002;0.31136363640000003;0.0159090909;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.17500000000000002;0.0083333333;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.0007575758000000001;0.061363636400000005;0.0007575758000000001
K17_f_130301;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.1025316456;0.0012658228;0.0012658228;0.0012658228;0.1658227848;0.0012658228;0.0139240506;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.3683544304;0.0012658228;0.0012658228;0.12784810130000002;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.1784810127;0.0139240506
K17_f_130303;0.0021276596000000003;0.0234042553;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.1085106383;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0659574468;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.2361702128;0.1936170213;0.0234042553;0.0021276596000000003;0.0021276596000000003;0.0659574468;0.0021276596000000003;0.0021276596000000003;0.1723404255;0.0021276596000000003;0.0659574468
K17_f_130305;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.3549019608;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.1;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0411764706;0.0019607843000000002;0.0411764706;0.0019607843000000002;0.17843137250000002;0.23725490200000002;0.0019607843000000002
K17_f_130306;0.0008849558;0.0008849558;0.0097345133;0.0008849558;0.0185840708;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.12477876110000001;0.0097345133;0.0008849558;0.6115044248;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0008849558;0.0097345133;0.0628318584;0.0008849558;0.0008849558;0.0008849558;0.13362831860000002;0.0008849558;0.0008849558
K17_f_130307;0.0411764706;0.0607843137;0.0019607843000000002;0.21764705880000002;0.0019607843000000002;0.0215686275;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.2568627451;0.0215686275;0.0803921569;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0215686275;0.0019607843000000002;0.0019607843000000002;0.1;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0803921569;0.0019607843000000002;0.0607843137
K17_f_130309;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.33541666670000003;0.10625000000000001;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.10625000000000001;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.39791666670000003;0.0020833333000000002
K17_f_130311;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.0017857143;0.2339285714;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.0196428571;0.0017857143;0.0017857143;0.2160714286;0.1625;0.10892857140000001;0.0017857143;0.0017857143;0.0553571429;0.0017857143;0.0017857143;0.0017857143;0.0017857143;0.1267857143;0.0017857143
K17_f_130312;0.029729729700000002;0.029729729700000002;0.0027027027;0.0027027027;0.029729729700000002;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.48918918920000004;0.1378378378;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.0027027027;0.029729729700000002;0.0027027027;0.0027027027;0.0027027027;0.1108108108;0.0027027027;0.0027027027;0.0567567568;0.029729729700000002;0.0027027027
K17_f_130313;0.0015873016000000002;0.0015873016000000002;0.0174603175;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.7634920635;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.1761904762;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002
K17_f_130314;0.0010309278000000001;0.0422680412;0.1969072165;0.0010309278000000001;0.0010309278000000001;0.011340206200000001;0.011340206200000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.06288659790000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.1350515464;0.1762886598;0.0731958763;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.124742268;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0216494845;0.124742268;0.0010309278000000001
K17_f_130316;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.041764705900000004;0.0005882353;0.0476470588;0.035882352900000004;0.0241176471;0.0064705882;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0594117647;0.0005882353;0.2888235294;0.0711764706;0.3182352941;0.0005882353;0.0005882353;0.0005882353;0.0005882353;0.0888235294;0.0064705882
K17_f_130319;0.0008130081000000001;0.0008130081000000001;0.0008130081000000001;0.0008130081000000001;0.0414634146;0.0008130081000000001;0.0008130081000000001;0.0008130081000000001;0.13902439020000001;0.0008130081000000001;0.187804878;0.13902439020000001;0.10650406500000001;0.0008130081000000001;0.0008130081000000001;0.0170731707;0.0089430894;0.025203252000000002;0.10650406500000001;0.0008130081000000001;0.0008130081000000001;0.1146341463;0.0821138211;0.0008130081000000001;0.0008130081000000001;0.0170731707;0.0008130081000000001;0.0008130081000000001;0.0008130081000000001;0.0008130081000000001
K17_f_130323;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.1294871795;0.0525641026;0.2320512821;0.1166666667;0.0012820513;0.0012820513;0.014102564100000001;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.026923076900000002;0.1166666667;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.0653846154;0.0012820513;0.0012820513;0.0012820513;0.0012820513;0.2192307692;0.0012820513
K17_f_130327;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.2267605634;0.0154929577;0.4521126761;0.0154929577;0.0295774648;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0295774648;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.1281690141;0.0014084507000000001;0.0295774648;0.0014084507000000001;0.0014084507000000001;0.043661971800000005;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001
K17_f_130330;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.19537037040000002;0.0009259259000000001;0.34351851850000004;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.0009259259000000001;0.037962963;0.0101851852;0.112037037;0.0009259259000000001;0.0564814815;0.0194444444;0.0564814815;0.0009259259000000001;0.0009259259000000001;0.037962963;0.0009259259000000001;0.112037037;0.0009259259000000001
K17_f_130337;0.0573033708;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.29325842700000004;0.0011235955;0.1584269663;0.0123595506;0.1584269663;0.034831460700000004;0.0011235955;0.0011235955;0.09101123600000001;0.0235955056;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.0011235955;0.1471910112;0.0011235955
K17_f_130341;0.1091666667;0.0008333333;0.0008333333;0.0008333333;0.0258333333;0.0008333333;0.1758333333;0.0008333333;0.1091666667;0.0008333333;0.0008333333;0.0675;0.009166666700000001;0.0508333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.2008333333;0.0008333333;0.0008333333;0.0008333333;0.1341666667;0.0841666667;0.0175;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333
K17_f_130344;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0139240506;0.0012658228;0.12784810130000002;0.0012658228;0.0012658228;0.1025316456;0.0139240506;0.0012658228;0.40632911390000004;0.0265822785;0.0012658228;0.0012658228;0.0012658228;0.0139240506;0.0012658228;0.0012658228;0.1658227848;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.1025316456;0.0012658228
K17_f_130346;0.0010752688;0.022580645200000003;0.022580645200000003;0.3129032258;0.0010752688;0.0870967742;0.076344086;0.11935483870000001;0.0548387097;0.0010752688;0.0010752688;0.0010752688;0.011827957;0.0010752688;0.0010752688;0.0440860215;0.0010752688;0.0010752688;0.0655913978;0.0010752688;0.0010752688;0.0010752688;0.0010752688;0.0870967742;0.0010752688;0.033333333300000004;0.0010752688;0.0440860215;0.0010752688;0.0010752688
K17_f_130349;0.0009900990000000001;0.1099009901;0.0207920792;0.0009900990000000001;0.0504950495;0.0207920792;0.0009900990000000001;0.0009900990000000001;0.1693069307;0.0009900990000000001;0.0009900990000000001;0.0009900990000000001;0.2287128713;0.0009900990000000001;0.0009900990000000001;0.0009900990000000001;0.010891089100000001;0.24851485150000002;0.0009900990000000001;0.1;0.0009900990000000001;0.0009900990000000001;0.0009900990000000001;0.0009900990000000001;0.0009900990000000001;0.0009900990000000001;0.010891089100000001;0.0009900990000000001;0.010891089100000001;0.0009900990000000001
K17_f_130350;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.025609756100000002;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.025609756100000002;0.4890243902;0.0012195122000000001;0.062195122000000005;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.037804878;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.1719512195;0.0012195122000000001;0.12317073170000001;0.013414634100000001;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.0012195122000000001;0.025609756100000002;0.0012195122000000001
K17_f_130351;0.0016949153;0.0016949153;0.0186440678;0.0016949153;0.0186440678;0.0016949153;0.0016949153;0.1542372881;0.0016949153;0.0016949153;0.0016949153;0.1711864407;0.0016949153;0.0016949153;0.0016949153;0.0016949153;0.0525423729;0.0016949153;0.0694915254;0.0016949153;0.0016949153;0.0016949153;0.0186440678;0.0016949153;0.0016949153;0.1711864407;0.1542372881;0.0525423729;0.086440678;0.0016949153
K17_f_130352;0.0013333333;0.028;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.2146666667;0.0013333333;0.0013333333;0.0013333333;0.1613333333;0.0013333333;0.0013333333;0.054666666700000005;0.0013333333;0.0013333333;0.0013333333;0.0146666667;0.0013333333;0.0013333333;0.148;0.308;0.028;0.0013333333;0.0146666667;0.0013333333;0.0013333333;0.0013333333
K17_f_130353;0.0037037037000000003;0.262962963;0.0037037037000000003;0.0037037037000000003;0.0777777778;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.262962963;0.0037037037000000003;0.1148148148;0.0407407407;0.1148148148;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0407407407;0.0037037037000000003
K17_f_130354;0.0010989011;0.1;0.0010989011;0.0010989011;0.0010989011;0.0010989011;0.0010989011;0.25384615380000003;0.0010989011;0.0010989011;0.132967033;0.0010989011;0.0450549451;0.0010989011;0.056043956000000006;0.0010989011;0.0010989011;0.0010989011;0.0010989011;0.0010989011;0.0230769231;0.0010989011;0.121978022;0.0010989011;0.0010989011;0.0010989011;0.0010989011;0.0010989011;0.24285714290000002;0.0010989011
K17_f_130356;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.08076923080000001;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.1192307692;0.6961538462;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538;0.0038461538
K17_f_130357;0.013750000000000002;0.00125;0.00125;0.00125;0.13875;0.00125;0.17625000000000002;0.26375000000000004;0.00125;0.00125;0.013750000000000002;0.00125;0.00125;0.00125;0.00125;0.00125;0.00125;0.00125;0.03875;0.00125;0.00125;0.00125;0.06375;0.21375000000000002;0.00125;0.00125;0.013750000000000002;0.00125;0.00125;0.03875
K17_f_130358;0.0020833333000000002;0.0020833333000000002;0.043750000000000004;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.23125;0.10625000000000001;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.10625000000000001;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0229166667;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0854166667;0.0020833333000000002;0.0020833333000000002;0.0020833333000000002;0.0854166667;0.0020833333000000002;0.27291666670000003
K17_f_130359;0.0014705882;0.0014705882;0.1044117647;0.0014705882;0.0014705882;0.0014705882;0.325;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.075;0.0014705882;0.0014705882;0.0014705882;0.0161764706;0.0014705882;0.0308823529;0.1191176471;0.0014705882;0.0161764706;0.0014705882;0.0014705882;0.2367647059;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0014705882;0.0455882353
K17_f_130361;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.0733333333;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.27333333330000004;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.4733333333;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001;0.006666666700000001
K17_f_130362;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.508;0.0013333333;0.0013333333;0.0013333333;0.148;0.0013333333;0.0146666667;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.1213333333;0.054666666700000005;0.0146666667;0.0013333333;0.0013333333;0.108;0.0013333333
K17_f_130363;0.0029411765;0.0029411765;0.0029411765;0.0323529412;0.0323529412;0.0029411765;0.0029411765;0.0029411765;0.0911764706;0.0029411765;0.0029411765;0.0029411765;0.0617647059;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0323529412;0.0029411765;0.65;0.0029411765;0.0029411765;0.0323529412;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765
K17_f_130365;0.0025;0.0025;0.0275;0.0025;0.0025;0.0025;0.0275;0.0275;0.0025;0.0025;0.052500000000000005;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.1525;0.052500000000000005;0.1525;0.0275;0.0025;0.3775;0.052500000000000005;0.0025;0.0025;0.0025;0.0025;0.0025
K17_f_130366;0.0028571429;0.06;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0314285714;0.0028571429;0.0028571429;0.3171428571;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.1457142857;0.06;0.2885714286;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0314285714;0.0028571429;0.0028571429;0.0028571429
