;אזור ישוב תושב;בחירה מפלגה תעודה;בטחון ארגון אסיר;בניה תכנון תוכנית;גמלה קצבה הקצבה;דיור סיוע רכישה;דמי עבד פטור;חולה מחלה רופא;חיל סטודנט פטור;יסוד עקרון כבוד;כניסה זר שהה;מבקר פנימי בקרת;מדיניות אחריות פקוח;מוצר מזון פסלת;מנוי יצוג נציג;נהג תחבורה רכב;נסוי הגדרה פקוח;נשואין זוג גרושין;סביבה חשמל זהום;ענש עברה אסור;צרכן חוב בנק;קטין נער קשה;שדור פרסום תקשרת;שם דיון דעה;שפה יהודי ארץ;תביעה חקירה משפטי;תופעה נמוך אחרון;תלמיד ספר גיל;תעשיה מכרז מפעל;תקציב קרן אוצר
K18_f_240198;0.0008333333;0.0008333333;0.0008333333;0.0758333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.5175000000000001;0.0008333333;0.0008333333;0.0008333333;0.009166666700000001;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.0008333333;0.1675;0.0258333333;0.0008333333;0.0008333333;0.1091666667;0.0758333333;0.0008333333
K18_f_249923;0.005;0.0004545455;0.0004545455;0.0004545455;0.0095454545;0.0004545455;0.0368181818;0.0004545455;0.0004545455;0.0004545455;0.005;0.0004545455;0.0004545455;0.44136363640000004;0.0004545455;0.0413636364;0.023181818200000003;0.0004545455;0.15954545450000002;0.0004545455;0.0004545455;0.0004545455;0.0004545455;0.0913636364;0.0004545455;0.0004545455;0.0640909091;0.0004545455;0.0004545455;0.1140909091
K18_f_250862;0.3707692308;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0476923077;0.0015384615;0.0323076923;0.14;0.0015384615;0.10923076920000001;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.14;0.0015384615;0.0169230769;0.0015384615;0.0015384615;0.0015384615;0.0784615385;0.0015384615;0.0015384615;0.0015384615;0.0323076923
K18_f_254279;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.1564516129;0.0005376344;0.097311828;0.0005376344;0.0327956989;0.0005376344;0.022043010800000002;0.0005376344;0.0005376344;0.1672043011;0.0005376344;0.0005376344;0.0435483871;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.0005376344;0.2370967742;0.2317204301;0.0005376344;0.0005376344;0.0005376344
K18_f_264292;0.0010416667000000001;0.0010416667000000001;0.021875;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0114583333;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.20937499999999998;0.0114583333;0.0010416667000000001;0.0010416667000000001;0.2614583333;0.0010416667000000001;0.0010416667000000001;0.021875;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.271875;0.0010416667000000001;0.0010416667000000001;0.1677083333
K18_f_270666;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.1534722222;0.0006944444;0.0284722222;0.1743055556;0.0006944444;0.0006944444;0.0006944444;0.0493055556;0.0006944444;0.0006944444;0.0354166667;0.0006944444;0.0006944444;0.2923611111;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.0006944444;0.2506944444
K18_f_285497;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.855;0.005;0.005;0.005;0.005;0.005
K18_f_317610;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.075;0.0035714286;0.0035714286;0.075;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0392857143;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.0035714286;0.5750000000000001;0.0035714286;0.0035714286;0.1107142857;0.0392857143;0.0035714286
K18_f_317615;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.05;0.8227272727;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001;0.004545454500000001
K18_f_317618;0.01;0.21;0.01;0.01;0.01;0.01;0.01;0.01;0.11;0.41000000000000003;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
K18_f_317629;0.0017241379;0.0017241379;0.0017241379;0.0017241379;0.0017241379;0.0189655172;0.0017241379;0.0017241379;0.0534482759;0.0017241379;0.0017241379;0.0017241379;0.2431034483;0.0017241379;0.0017241379;0.0017241379;0.0017241379;0.0017241379;0.0017241379;0.0879310345;0.0017241379;0.0017241379;0.0017241379;0.3982758621;0.0017241379;0.0017241379;0.0017241379;0.0189655172;0.0017241379;0.1396551724
K18_f_317631;0.0016129032;0.0016129032;0.0661290323;0.0016129032;0.033870967700000004;0.0016129032;0.0177419355;0.033870967700000004;0.0016129032;0.0016129032;0.1306451613;0.0016129032;0.0016129032;0.0822580645;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.32419354840000003;0.0016129032;0.0016129032;0.0016129032;0.0177419355;0.0016129032;0.0016129032;0.0016129032;0.0016129032;0.2596774194;0.0016129032
K18_f_317635;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.15;0.0071428571;0.0071428571;0.0071428571;0.5071428571000001;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0785714286;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0071428571;0.0785714286;0.0071428571;0.0071428571;0.0071428571;0.0071428571
K18_f_317636;0.0025;0.0025;0.0025;0.0275;0.8025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.0025;0.052500000000000005;0.0025;0.0025;0.052500000000000005;0.0025
K18_f_317641;0.0314285714;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.26;0.0028571429;0.2028571429;0.0028571429;0.0028571429;0.0314285714;0.2314285714;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.0028571429;0.06;0.0028571429;0.0028571429;0.0314285714;0.0885714286;0.0028571429
K18_f_317659;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0261904762;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0261904762;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.3595238095;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.5261904762;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524
K18_f_317677;0.0022222222;0.0244444444;0.0022222222;0.0022222222;0.0022222222;0.9133333333;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222
K18_f_317687;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.028205128200000002;0.0025641026;0.0025641026;0.9;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026;0.0025641026
K18_f_317721;0.0002710027;0.0002710027;0.0002710027;0.0002710027;0.0002710027;0.0002710027;0.0002710027;0.0761517615;0.0002710027;0.0219512195;0.0002710027;0.0029810298;0.0924119241;0.3444444444;0.0382113821;0.0002710027;0.089701897;0.0002710027;0.0002710027;0.0002710027;0.005691056900000001;0.030081300800000002;0.1411924119;0.0002710027;0.0002710027;0.0002710027;0.1249322493;0.0029810298;0.024661246600000002;0.0002710027
K18_f_317845;0.0026763990000000003;0.000243309;0.000243309;0.000243309;0.000243309;0.000243309;0.017274939200000002;0.000243309;0.000243309;0.0124087591;0.000243309;0.000243309;0.1218978102;0.0464720195;0.000243309;0.000243309;0.0318734793;0.000243309;0.5987834550000001;0.000243309;0.000243309;0.0026763990000000003;0.000243309;0.000243309;0.000243309;0.000243309;0.0221411192;0.0051094891000000005;0.0927007299;0.041605839400000004
